基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
933333,国信安泰中短债债券A,债券型-中短债,23.98,国信证券,1.1070,梁策,2022-11-01,None,None,None,None
006647,汇添富短债债券C,债券型-中短债,3.47,汇添富基金,1.1069,杨靖,2022-05-13,0.25%,2.60,6.61%,12.85%
007577,宝盈祥瑞混合C,混合型-偏债,0.00,宝盈基金,1.1069,蔡丹,2021-06-12,2.03%,-0.29,2.78%,-0.19%
012138,景顺长城安益回报一年持有混合A,混合型-偏债,4.67,景顺长城基金,1.1069,邓敬东,2021-06-17,None,None,10.75%,None
004517,南方安康混合,混合型-偏债,3.72,南方基金,1.1068,林乐峰,2017-08-18,3.90%,0.02,4.77%,34.75%
013579,鹏扬丰利一年定开债券A,债券型-混合一级,0.25,鹏扬基金,1.1068,王经瑞,2024-01-16,None,None,None,None
005937,工银精选金融地产混合A,混合型-偏股,1.42,工银瑞信基金,1.1068,刘欣然,2024-01-23,20.94%,-0.52,-25.38%,-7.61%
010856,民生加银恒泽债券,债券型-长债,89.57,民生加银基金,1.1068,刘昊,2020-12-03,1.21%,2.03,12.34%,None
003472,前海联合添鑫3个月开债C,债券型-混合二级,0.02,前海联合,1.1067,张文,2021-08-20,None,None,-3.50%,6.58%
009177,东方永悦18个月定开债券A,债券型-长债,0.56,东方基金,1.1067,车日楠,2021-05-12,None,None,11.78%,None
001914,中信建投聚利混合A,混合型-偏债,0.08,中信建投基金,1.1066,于智翔,2023-06-16,10.86%,-0.23,-3.02%,23.27%
014084,浙商汇金月享30天滚动持有中短债C,债券型-中短债,41.50,浙商证券资管,1.1066,程嘉伟,2021-11-19,None,None,None,None
020642,鹏扬丰利一年定开债券D,债券型-混合一级,None,鹏扬基金,1.1066,王经瑞,2024-01-24,None,None,None,None
040013,华安强化收益债券B,债券型-混合二级,0.33,华安基金,1.1065,郑伟山,2022-09-16,7.22%,-0.46,-5.44%,9.47%
012994,汇添富品牌力一年持有混合C,混合型-偏股,0.10,汇添富基金,1.1065,蔡志文,2022-03-01,None,None,None,None
021433,融通债券D,债券型-长债,None,融通基金,1.1065,王超,2024-05-14,None,None,None,None
161603,融通债券A/B,债券型-长债,11.14,融通基金,1.1064,王超,2013-12-27,3.11%,1.68,21.55%,21.95%
002736,泓德裕和纯债债券A,债券型-长债,6.21,泓德基金,1.1064,姚学康,2021-12-31,1.10%,0.26,5.47%,12.50%
011961,易方达稳鑫30天滚动持有短债A,债券型-中短债,3.44,易方达基金,1.1064,李一硕,2021-04-08,0.27%,6.45,9.96%,None
011659,汇添富中高等级信用债C,债券型-长债,0.77,汇添富基金,1.1064,徐一恒,2021-07-27,None,None,None,None
005725,国投瑞银恒泽中短债A,债券型-中短债,132.51,国投瑞银基金,1.1063,李达夫,2018-12-19,0.40%,5.03,10.95%,16.94%
007884,易方达恒盛3个月定开混合,混合型-偏债,16.91,易方达基金,1.1061,胡剑,2019-09-06,3.15%,0.93,13.91%,None
005047,南华瑞扬纯债A,债券型-长债,8.27,南华基金,1.1060,田逸乐,2024-01-30,0.60%,2.20,8.69%,25.95%
017592,汇添富添添乐双盈债券A,债券型-混合二级,1.86,汇添富基金,1.1060,蔡志文,2023-02-01,None,None,None,None
013065,国泰利泽90天滚动持有中短债A,债券型-中短债,30.83,国泰基金,1.1059,陶然,2021-08-31,None,None,None,None
970211,中信建投悠享12个月持有期债券A,债券型-混合一级,0.69,中信建投,1.1059,欧阳政,2023-11-15,None,None,None,None
009261,民生加银聚利6个月混合C,混合型-偏债,0.06,民生加银基金,1.1058,谢志华,2022-10-26,4.39%,-0.55,-2.67%,None
008068,圆信永丰丰和C,债券型-中短债,0.02,圆信永丰基金,1.1058,刘莎莎,2020-06-30,0.46%,2.47,8.10%,None
000289,鹏华丰泰定开债A,债券型-混合一级,5.67,鹏华基金,1.1057,戴钢,2013-09-24,0.82%,1.85,9.34%,16.59%
002735,泓德裕荣纯债债券C,债券型-长债,0.05,泓德基金,1.1056,赵端端,2018-09-25,1.28%,0.34,5.91%,12.48%
160526,博时优势企业灵活配置混合A,混合型-灵活,2.98,博时基金,1.1056,李洋,2019-06-21,18.52%,-0.34,-13.77%,37.61%
012591,广发添财180天滚动持有债券A,债券型-长债,1.89,广发基金,1.1056,宋倩倩,2021-07-08,None,None,None,None
004839,银华安颐中短债双月持有期债券A,债券型-中短债,13.38,银华基金,1.1055,王树丽,2017-06-26,0.37%,4.80,10.18%,None
007196,平安惠合纯债,债券型-长债,10.32,平安基金,1.1055,高勇标,2021-08-16,0.76%,3.62,13.26%,None
008344,建信睿阳一年定期开放债券,债券型-长债,10.07,建信基金,1.1055,李峰,2019-12-23,0.59%,3.10,10.28%,None
008207,国泰合融纯债债券A,债券型-长债,114.07,国泰基金,1.1055,刘嵩扬,2020-07-10,0.58%,5.33,14.39%,None
010729,中泰兴诚价值一年持有混合C,混合型-偏股,0.81,中泰证券(上海)资管,1.1055,姜诚,2021-02-08,17.35%,-0.04,2.52%,None
010626,国新国证荣赢63个月定开债,债券型-长债,21.88,国新国证基金,1.1055,桑劲乔,2022-06-13,0.18%,12.24,11.63%,None
005419,中欧聚瑞债券A,债券型-混合一级,29.04,中欧基金,1.1054,周锦程,2023-05-26,0.68%,2.96,10.96%,14.76%
007756,财通久利三个月定开债发起式,债券型-长债,22.23,财通基金,1.1054,张婉玉,2021-10-22,None,None,10.35%,None
012251,安信平衡增利混合C,混合型-灵活,1.49,安信基金,1.1054,张翼飞,2021-12-10,None,None,None,None
012932,平安双季盈6个月持有债券C,债券型-长债,10.21,平安基金,1.1054,张恒,2021-12-29,None,None,None,None
006220,工银上证50ETF联接A,指数型-股票,0.49,工银瑞信基金,1.1053,赵栩,2018-12-25,15.36%,-0.65,-23.32%,-11.32%
008325,宝盈祥利稳健配置混合C,混合型-偏债,0.16,宝盈基金,1.1053,吕姝仪,2019-12-27,6.61%,-0.50,-5.29%,None
012593,广发添财180天滚动持有债券E,债券型-长债,1.06,广发基金,1.1053,宋倩倩,2021-07-08,None,None,None,None
519718,交银纯债债券发起A,债券型-长债,35.85,交银施罗德基金,1.1052,于海颖,2017-06-10,0.64%,3.36,11.36%,20.63%
162703,广发小盘成长混合(LOF)A,混合型-偏股,61.15,广发基金,1.1052,刘格菘,2017-06-19,25.04%,-0.97,-53.97%,15.51%
002685,中欧丰泓沪港深混合A,混合型-灵活,28.89,中欧基金,1.1052,罗佳明,2019-07-02,26.90%,-0.64,-40.05%,22.11%
003082,国联银行间1-3年中高等级信用债指数C,指数型-固收,0.04,国联基金,1.1052,朱柏蓉,2019-01-30,0.61%,2.94,10.19%,18.08%
008644,天弘季季兴三个月定开A,债券型-长债,7.35,天弘基金,1.1052,柴文婷,2019-12-17,None,None,16.04%,None
020965,博时民泽纯债债券C,债券型-长债,0.00,博时基金,1.1052,倪玉娟,2024-03-15,None,None,None,None
021419,广发汇择一年定开债D,债券型-长债,None,广发基金,1.1052,高翔,2024-05-16,None,None,None,None
006839,安信聚利增强债券A,债券型-混合二级,0.07,安信基金,1.1051,梁冰哲,2022-06-23,6.15%,0.04,5.25%,9.83%
008606,广发汇择一年定开债A,债券型-长债,0.48,广发基金,1.1051,高翔,2020-02-07,None,None,8.63%,None
000469,富国目标齐利一年期纯债债券,债券型-长债,20.75,富国基金,1.1051,黄纪亮,2016-08-11,1.21%,2.23,13.14%,22.28%
008686,大成景优中短债A,债券型-中短债,39.95,大成基金,1.1051,冯佳,2021-11-26,5.79%,0.94,22.24%,None
010053,安信聚利增强债券B,债券型-混合二级,0.00,安信基金,1.1051,梁冰哲,2022-06-23,6.15%,0.04,5.25%,None
012229,华安众鑫90天滚动短债A,债券型-中短债,0.85,华安基金,1.1051,郑如熙,2021-05-07,0.34%,5.23,10.14%,None
020378,大成景优中短债D,债券型-中短债,0.00,大成基金,1.1051,冯佳,2023-12-20,None,None,None,None
590010,中邮稳定收益债券C,债券型-长债,0.61,中邮基金,1.1050,闫宜乘,2020-09-02,1.05%,2.28,12.16%,19.27%
000329,鹏华丰饶定开债,债券型-长债,12.32,鹏华基金,1.1050,张丽娟,2024-03-07,None,None,3.51%,14.50%
004893,华润元大润泽债券A,债券型-长债,28.89,华润元大基金,1.1050,程涛涛,2023-09-01,0.30%,1.44,5.92%,11.67%
013959,华商鑫选回报一年持有混合C,混合型-偏股,0.88,华商基金,1.1050,周海栋,2022-05-31,None,None,None,None
017585,华润元大润泽债券D,债券型-长债,2.00,华润元大基金,1.1050,程涛涛,2023-09-01,None,None,None,None
686868,浙商聚盈纯债债券A,债券型-长债,8.62,浙商基金,1.1049,朱靖宇,2022-09-23,0.74%,3.03,11.64%,18.90%
007802,兴全合泰混合A,混合型-偏股,43.50,兴证全球基金,1.1049,任相栋,2019-10-17,21.79%,-0.81,-41.27%,None
002962,中欧双利债券C,债券型-混合二级,3.95,中欧基金,1.1049,黄华,2017-04-05,3.61%,-0.29,1.41%,19.26%
008476,招商民安增益债券C,债券型-混合二级,0.32,招商基金,1.1048,滕越,2020-03-06,3.87%,0.05,5.17%,None
017214,兴华安聚纯债A,债券型-长债,3.27,兴华基金,1.1048,吕智卓,2023-04-26,None,None,None,None
007246,安信鑫日享中短债C,债券型-中短债,17.15,安信基金,1.1047,任凭,2020-05-08,0.38%,3.68,8.92%,15.31%
013375,平安元鑫120天滚动持有中短债A,债券型-中短债,20.56,平安基金,1.1047,欧阳亮,2021-11-22,None,None,None,None
020322,平安惠智纯债C,债券型-长债,0.00,平安基金,1.1047,高勇标,2023-12-12,None,None,None,None
003269,招商招乾3个月定开债A,债券型-长债,48.03,招商基金,1.1046,王梓林,2022-11-11,0.75%,2.94,11.53%,18.11%
004682,万家安弘纯债一年定开债C,债券型-长债,0.00,万家基金,1.1046,陈奕雯,2019-02-21,None,None,8.68%,17.96%
162216,宏利500指数增强(LOF),指数型-股票,2.24,宏利基金,1.1046,刘洋,2019-01-09,17.49%,-0.68,-27.98%,23.68%
011779,易方达稳泰一年持有混合A,混合型-偏债,1.66,易方达基金,1.1046,张雅君,2021-04-27,2.31%,0.80,10.40%,None
015017,国泰融丰外延增长混合(LOF)C,混合型-灵活,0.02,国泰基金,1.1046,樊利安,2022-02-14,None,None,None,None
007947,大成中债1-3年国开债指数C,指数型-固收,0.00,大成基金,1.1046,刘传毅,2023-12-07,0.73%,2.60,10.55%,None
019474,中欧聚瑞债券D,债券型-混合一级,0.00,中欧基金,1.1046,周锦程,2023-09-09,None,None,None,None
019959,湘财医药健康混合C,混合型-偏股,0.05,湘财基金,1.1046,徐亦达,2023-12-26,None,None,None,None
471060,汇添富理财60天债券B,债券型-中短债,0.37,汇添富基金,1.1045,温开强,2020-02-26,None,None,None,9.53%
004826,平安惠悦纯债,债券型-长债,25.65,平安基金,1.1044,高勇标,2017-09-14,0.90%,2.83,12.61%,22.59%
006276,永赢聚益债券C,债券型-长债,0.00,永赢基金,1.1044,徐沛琳,2021-12-27,0.65%,3.43,11.67%,19.14%
006776,华夏鼎略债券A,债券型-长债,21.95,华夏基金,1.1044,孙蕾,2022-02-14,0.40%,3.49,8.94%,16.06%
008501,鹏扬聚利六个月持有期债券A,债券型-混合二级,1.24,鹏扬基金,1.1044,李沁,2020-01-20,3.34%,-0.41,0.35%,None
007655,南方定元中短债A,债券型-中短债,2.14,南方基金,1.1042,刘建岩,2022-02-18,0.38%,3.51,8.69%,None
008112,中泰中证500指数增强A,指数型-股票,0.15,中泰证券(上海)资管,1.1042,邹巍,2019-12-11,16.73%,-0.59,-22.99%,None
008509,南方得利一年定开债,债券型-长债,10.46,南方基金,1.1042,黄斌斌,2020-03-26,0.93%,2.45,11.77%,None
009526,广发聚荣一年持有混合C,混合型-偏债,2.63,广发基金,1.1042,张芊,2020-06-30,1.89%,0.08,5.04%,None
005836,创金合信泰盈双季红定开债券A,债券型-长债,10.36,创金合信基金,1.1042,郑振源,2019-10-16,None,None,13.34%,None
010241,平安季季享3个月持有债券C,债券型-长债,7.03,平安基金,1.1042,张恒,2021-03-17,0.50%,3.07,9.41%,None
005611,中银证券汇享定开债,债券型-长债,3.10,中银证券,1.1042,王文华,2022-01-20,None,None,9.05%,17.70%
004136,博时民泽纯债债券A,债券型-长债,30.81,博时基金,1.1041,倪玉娟,2023-07-26,1.06%,1.92,11.00%,17.00%
008361,南方招利一年债券,债券型-长债,50.82,南方基金,1.1041,施彦珏,2023-12-01,1.24%,2.04,12.59%,None
019958,湘财医药健康混合A,混合型-偏股,0.04,湘财基金,1.1041,徐亦达,2023-12-26,None,None,None,None
000504,中信建投景和中短债C,债券型-中短债,8.07,中信建投基金,1.1040,杨龙龙,2021-04-01,0.41%,3.48,9.05%,14.65%
009028,浦银安盛安远回报一年混合C,混合型-偏债,0.02,浦银安盛基金,1.1040,褚艳辉,2020-07-15,4.19%,-0.45,-1.14%,None
011008,国寿安保尊弘短债债券A,债券型-中短债,35.04,国寿安保基金,1.1040,桑迎,2021-06-30,None,None,10.39%,None
012266,中泰稳固周周购12周滚动债A,债券型-混合二级,6.03,中泰证券(上海)资管,1.1040,商园波,2021-07-21,None,None,None,None
010310,德邦锐裕利率债债券C,债券型-长债,0.48,德邦基金,1.1040,丁孙楠,2023-06-02,0.91%,1.61,9.15%,None
970212,中信建投悠享12个月持有期债券C,债券型-混合一级,0.11,中信建投,1.1040,欧阳政,2023-11-15,None,None,None,None
019207,大成正向回报灵活配置混合C,混合型-灵活,0.00,大成基金,1.1040,张家旺,2023-09-13,None,None,None,None
007079,工银3-5年国开债指数C,指数型-固收,0.08,工银瑞信基金,1.1040,汪湛,2022-05-19,1.32%,1.85,12.30%,20.27%
000973,新华增盈回报债券,债券型-混合二级,8.33,新华基金,1.1039,王丹,2021-12-30,3.78%,-0.14,2.93%,20.13%
005041,人保研究精选混合A,混合型-偏股,0.86,人保资产,1.1039,王天洋,2022-12-18,16.66%,-1.05,-40.69%,7.98%
005636,博时量化多策略股票C,股票型,1.00,博时基金,1.1039,黄瑞庆,2018-04-03,14.34%,-0.58,-18.96%,29.77%
009668,鹏华安庆混合C,混合型-偏债,1.21,鹏华基金,1.1039,汤志彦,2020-06-23,8.38%,0.03,5.40%,None
015913,华夏鼎安一年定开债券发起式,债券型-长债,20.15,华夏基金,1.1039,文世伦,2024-02-26,None,None,None,None
000503,中信建投景和中短债A,债券型-中短债,5.28,中信建投基金,1.1038,杨龙龙,2021-04-01,0.41%,4.51,10.44%,16.88%
007104,易方达恒利定期开放债券,债券型-长债,5.78,易方达基金,1.1038,胡剑,2019-04-04,0.80%,2.76,11.52%,18.68%
008558,永赢邦利债券A,债券型-长债,38.33,永赢基金,1.1038,吴玮,2020-07-13,0.85%,2.81,12.15%,None
009171,永赢中债-1-5年国开债指数A,指数型-固收,63.21,永赢基金,1.1038,章成,2020-04-13,0.99%,2.57,12.63%,None
519100,长盛中证100指数,指数型-股票,2.27,长盛基金,1.1037,陈亘斯,2019-10-09,15.93%,-0.65,-24.47%,8.87%
006636,华富恒欣纯债债券A,债券型-长债,41.60,华富基金,1.1037,姚姣姣,2019-05-06,0.61%,3.22,10.74%,17.38%
007942,恒生前海恒扬纯债债券C,债券型-长债,0.14,恒生前海基金,1.1037,李维康,2019-12-04,2.07%,1.56,14.85%,None
018919,华夏清洁能源龙头混合发起式C,混合型-偏股,0.19,华夏基金,1.1037,杨宇,2023-08-22,None,None,None,None
007804,申万菱信沪深300指数增强C,指数型-股票,0.81,申万菱信基金,1.1035,刘敦,2019-08-08,15.55%,-0.80,-29.18%,None
015716,华夏稳享增利6个月滚动持有债A,债券型-混合二级,34.98,华夏基金,1.1035,范义,2022-09-06,None,None,None,None
020021,国泰上证180金融ETF联接A,指数型-股票,2.43,国泰基金,1.1034,艾小军,2014-01-13,16.73%,-0.23,-6.93%,-8.11%
008396,博时中证500ETF联接A,指数型-股票,2.61,博时基金,1.1034,万琼,2019-12-30,17.46%,-0.47,-18.81%,None
010565,东方恒瑞短债债券A,债券型-中短债,1.57,东方基金,1.1034,郑雪莹,2023-05-04,0.35%,4.00,8.90%,None
006934,平安3-5年政策性金融债A,债券型-长债,3.06,平安基金,1.1034,张璐,2023-06-28,1.06%,1.56,9.73%,23.26%
008748,大成景泰纯债债券C,债券型-长债,1.62,大成基金,1.1033,郑欣,2022-07-14,0.53%,3.54,10.48%,None
011250,嘉实稳裕混合C,混合型-偏债,0.42,嘉实基金,1.1033,李金灿,2022-06-06,None,None,None,None
952050,国泰君安60天滚动持有中短债B,债券型-中短债,0.12,上海国泰君安资管,1.1033,杜浩然,2022-03-03,None,None,None,None
007946,大成中债1-3年国开债指数A,指数型-固收,32.04,大成基金,1.1032,刘传毅,2023-12-07,0.70%,2.67,10.42%,None
020258,鹏华优选价值股票C,股票型,1.53,鹏华基金,1.1032,伍旋,2023-12-13,None,None,None,None
519207,万家年年恒荣C,债券型-混合一级,0.00,万家基金,1.1031,谷丹青,2023-05-13,None,None,5.03%,11.99%
009581,国寿中债3-5年政金债指数A,指数型-固收,34.20,国寿安保基金,1.1031,卢珊,2020-12-28,1.15%,2.22,12.66%,None
003157,招商招悦纯债C,债券型-长债,18.00,招商基金,1.1031,夏里鹏,2021-08-02,0.87%,3.46,14.15%,25.30%
020394,大成中债1-3年国开债指数D,指数型-固收,0.00,大成基金,1.1031,刘传毅,2023-12-27,None,None,None,None
021040,华富恒欣纯债债券E,债券型-长债,0.00,华富基金,1.1031,姚姣姣,2024-03-22,None,None,None,None
019936,华安恒生互联网科技业ETF发起式联接(QDII)A,指数型-海外股票,0.10,华安基金,1.1031,倪斌,2024-02-06,None,None,None,None
001535,景顺长城改革机遇灵活配置A,混合型-灵活,1.30,景顺长城基金,1.1030,杨锐文,2022-07-05,19.53%,-0.57,-26.12%,14.06%
007333,嘉合磐昇纯债C,债券型-长债,4.26,嘉合基金,1.1030,季慧娟,2019-12-13,0.55%,3.43,10.55%,None
010566,东方恒瑞短债债券B,债券型-中短债,0.62,东方基金,1.1030,郑雪莹,2023-05-04,0.35%,3.94,8.86%,None
012452,国泰利优30天滚动持有短债A,债券型-中短债,1.80,国泰基金,1.1030,陶然,2021-06-22,0.25%,7.18,10.19%,None
018961,永赢瑞益债券B,债券型-长债,0.92,永赢基金,1.1030,杨凡颖,2023-07-28,None,None,None,None
005656,光大安泽债券A,债券型-混合二级,8.55,光大保德信基金,1.1029,黄波,2020-10-24,4.56%,-0.11,2.96%,18.70%
009302,恒生前海短债债券C,债券型-中短债,1.62,恒生前海基金,1.1029,李维康,2020-06-17,0.42%,2.86,8.37%,None
006980,国寿安保泰恒纯债债券,债券型-长债,4.50,国寿安保基金,1.1028,陶尹斌,2019-06-27,0.68%,4.41,14.17%,21.27%
008696,平安元盛超短债E,债券型-中短债,3.33,平安基金,1.1028,苏宁,2020-03-18,0.29%,1.95,6.30%,None
012324,兴证全球恒惠30天持有超短债A,债券型-中短债,53.24,兴证全球基金,1.1028,谢芝兰,2021-06-02,0.30%,5.82,10.02%,None
016575,国泰合融纯债债券C,债券型-长债,1.53,国泰基金,1.1028,刘嵩扬,2022-09-05,None,None,None,None
015301,博时双季乐六个月持有期债券A,债券型-中短债,23.25,博时基金,1.1028,张李陵,2022-04-15,None,None,None,None
020742,交银裕坤纯债一年定期开放债券C,债券型-长债,0.00,交银施罗德基金,1.1028,于海颖,2024-02-19,None,None,None,None
004238,永赢瑞益债券A,债券型-长债,41.40,永赢基金,1.1027,杨凡颖,2022-01-07,0.65%,3.44,11.65%,20.14%
002650,东方红稳添利纯债A,债券型-长债,12.54,东方红资产管理,1.1027,纪文静,2016-05-13,0.47%,3.66,10.03%,18.24%
970075,长城证券中短债A,债券型-中短债,2.14,长城证券,1.1027,张轩,2021-10-26,None,None,None,None
013866,中信建投景明一年定开债券发起式,债券型-长债,4.40,中信建投基金,1.1027,潘泓宇,2022-04-15,None,None,None,None
519720,交银纯债债券发起C,债券型-长债,2.18,交银施罗德基金,1.1026,于海颖,2017-06-10,0.64%,2.72,10.04%,18.31%
005062,博时中证500指数增强A,指数型-股票,3.10,博时基金,1.1026,刘钊,2020-12-23,17.45%,-0.66,-27.25%,22.73%
012423,山西证券超短债E,债券型-中短债,35.11,山西证券,1.1026,刘凌云,2021-06-16,0.26%,6.77,10.02%,None
002737,泓德裕和纯债债券C,债券型-长债,0.08,泓德基金,1.1025,姚学康,2021-12-31,1.10%,-0.08,4.30%,11.02%
008880,国联安增顺纯债A,债券型-长债,1.06,国联安基金,1.1025,张蕙显,2020-09-01,0.81%,1.77,9.05%,None
970200,国信安泰中短债债券C,债券型-中短债,6.92,国信证券,1.1025,梁策,2022-11-01,None,None,None,None
018734,华夏中证绿色电力ETF发起式联接A,指数型-股票,0.12,华夏基金,1.1025,严筱娴,2023-07-25,None,None,None,None
006023,宝盈聚丰两年定开债券A,债券型-长债,80.73,宝盈基金,1.1024,程逸飞,2022-07-02,None,None,8.11%,None
006275,永赢聚益债券A,债券型-长债,21.58,永赢基金,1.1024,徐沛琳,2021-12-27,0.65%,3.37,11.47%,19.00%
012581,财通资管鸿安30天滚动中短债C,债券型-中短债,31.11,财通资管,1.1022,陈希希,2021-06-16,0.34%,5.12,9.97%,None
018566,恒生前海恒源泓利债券A,债券型-混合二级,15.25,恒生前海基金,1.1022,张昆,2023-06-08,None,None,None,None
006801,前海联合科技先锋混合A,混合型-偏股,0.18,前海联合,1.1021,张磊,2020-06-08,20.67%,-0.72,-34.83%,None
009042,浦银安盛普天纯债债券C,债券型-长债,0.00,浦银安盛基金,1.1021,陶祺,2021-12-14,0.71%,2.20,9.48%,None
014148,景顺长城安鼎一年持有期混合A,混合型-偏债,0.76,景顺长城基金,1.1021,董晗,2021-12-02,None,None,None,None
013977,财通资管鸿佳60天滚动中短债C,债券型-中短债,22.08,财通资管,1.1021,李杰,2023-07-25,None,None,None,None
